objectid,filename,youtubeid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
coll0152,grace.jpg,,SLIS Pic 152,SLIS @ 60 Committee,1992-08,lorem ipsum dolor,information science,Quezon City,66.75249584,28.11063228,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0153,ilslogo.jpg,,SLIS Pic 153,SLIS @ 60 Committee,1992-09,lorem ipsum dolor,upslis; 60th anniversary;,Quezon City,67.09751248,28.45564892,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0154,intl-2016aliep.JPG,,SLIS Pic 154,SLIS @ 60 Committee,1992-10,lorem ipsum dolor,faculty; teacher,Quezon City,67.44252912,28.80066556,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0155,intl-2017aliep.JPG,,SLIS Pic 155,SLIS @ 60 Committee,1992-11,lorem ipsum dolor,dean; library,Quezon City,67.78754576,29.1456822,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0156,intl-2017aliep2.JPG,,SLIS Pic 156,SLIS @ 60 Committee,1992-12,lorem ipsum dolor,information science,Quezon City,68.1325624,29.49069884,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0157,intl-2017aliep3.JPG,,SLIS Pic 157,SLIS @ 60 Committee,1993-01,lorem ipsum dolor,upslis; 60th anniversary;,Quezon City,68.47757904,29.83571548,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0158,intl-2017iconf.JPG,,SLIS Pic 158,SLIS @ 60 Committee,1993-02,lorem ipsum dolor,faculty; teacher,Quezon City,68.82259568,30.18073211,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0159,intl-2018iconf.JPG,,SLIS Pic 159,SLIS @ 60 Committee,1993-03,lorem ipsum dolor,dean; library,Quezon City,69.16761232,30.52574875,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0160,intl-chula01.JPG,,SLIS Pic 160,SLIS @ 60 Committee,1993-04,lorem ipsum dolor,information science,Quezon City,69.51262896,30.87076539,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0161,intl-chula02.JPG,,SLIS Pic 161,SLIS @ 60 Committee,1993-05,lorem ipsum dolor,upslis; 60th anniversary;,Quezon City,69.8576456,31.21578203,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0162,intl-crl201801.JPG,,SLIS Pic 162,SLIS @ 60 Committee,1993-06,lorem ipsum dolor,faculty; teacher,Quezon City,70.20266223,31.56079867,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0163,intl-crl201802.JPG,,SLIS Pic 163,SLIS @ 60 Committee,1993-07,lorem ipsum dolor,dean; library,Quezon City,70.54767887,31.90581531,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0164,intl-ifla2013a.JPG,,SLIS Pic 164,SLIS @ 60 Committee,1993-08,lorem ipsum dolor,information science,Quezon City,70.89269551,32.25083195,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0165,intl-ifla2014a.JPG,,SLIS Pic 165,SLIS @ 60 Committee,1993-09,lorem ipsum dolor,upslis; 60th anniversary;,Quezon City,71.23771215,32.59584859,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0166,intl-ifla2017b.JPG,,SLIS Pic 166,SLIS @ 60 Committee,1993-10,lorem ipsum dolor,faculty; teacher,Quezon City,71.58272879,32.94086523,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0167,intl-ifla2017c.JPG,,SLIS Pic 167,SLIS @ 60 Committee,1993-11,lorem ipsum dolor,dean; library,Quezon City,71.92774543,33.28588187,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0168,intl-ifla2017c2.JPG,,SLIS Pic 168,SLIS @ 60 Committee,1993-12,lorem ipsum dolor,information science,Quezon City,72.27276207,33.6308985,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0169,intlifla2017d.jpg,,SLIS Pic 169,SLIS @ 60 Committee,1994-01,lorem ipsum dolor,upslis; 60th anniversary;,Quezon City,72.61777871,33.97591514,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0170,intlifla2017e.jpg,,SLIS Pic 170,SLIS @ 60 Committee,1994-02,lorem ipsum dolor,faculty; teacher,Quezon City,72.96279535,34.32093178,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0171,intlifla2017f.jpg,,SLIS Pic 171,SLIS @ 60 Committee,1994-03,lorem ipsum dolor,dean; library,Quezon City,73.30781199,34.66594842,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0172,intl-ifla2017f.JPG,,SLIS Pic 172,SLIS @ 60 Committee,1994-04,lorem ipsum dolor,information science,Quezon City,73.65282862,35.01096506,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0173,intl-ifla2017g.JPG,,SLIS Pic 173,SLIS @ 60 Committee,1994-05,lorem ipsum dolor,upslis; 60th anniversary;,Quezon City,73.99784526,35.3559817,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0174,intl-ifla2018a.JPG,,SLIS Pic 174,SLIS @ 60 Committee,1994-06,lorem ipsum dolor,faculty; teacher,Quezon City,74.3428619,35.70099834,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0175,intl-ifla2018b.JPG,,SLIS Pic 175,SLIS @ 60 Committee,1994-07,lorem ipsum dolor,dean; library,Quezon City,74.68787854,17.07009983,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0176,intl-ifla2018c.JPG,,SLIS Pic 176,SLIS @ 60 Committee,1994-08,lorem ipsum dolor,information science,Quezon City,75.03289518,17.41511647,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0177,intl-ifla2018d.JPG,,SLIS Pic 177,SLIS @ 60 Committee,1994-09,lorem ipsum dolor,upslis; 60th anniversary;,Quezon City,75.37791182,17.76013311,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0178,intl-ifla2018f.JPG,,SLIS Pic 178,SLIS @ 60 Committee,1994-10,lorem ipsum dolor,faculty; teacher,Quezon City,75.72292846,18.10514975,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0179,intl-ifla2018sata.JPG,,SLIS Pic 179,SLIS @ 60 Committee,1994-11,lorem ipsum dolor,dean; library,Quezon City,76.0679451,18.45016639,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0180,intl-isa2016.JPG,,SLIS Pic 180,SLIS @ 60 Committee,1994-12,lorem ipsum dolor,information science,Quezon City,76.41296174,18.79518303,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0181,intl-ivmca.JPG,,SLIS Pic 181,SLIS @ 60 Committee,1995-01,lorem ipsum dolor,upslis; 60th anniversary;,Quezon City,76.75797837,19.14019967,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0182,intl-mara2018.JPG,,SLIS Pic 182,SLIS @ 60 Committee,1995-02,lorem ipsum dolor,faculty; teacher,Quezon City,77.10299501,19.48521631,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0183,intl-mara2018-1.jpg,,SLIS Pic 183,SLIS @ 60 Committee,1995-03,lorem ipsum dolor,dean; library,Quezon City,77.44801165,19.83023295,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0184,intl-mara2018-2.jpg,,SLIS Pic 184,SLIS @ 60 Committee,1995-04,lorem ipsum dolor,information science,Quezon City,77.79302829,20.17524958,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0185,intl-mara2018-3.jpg,,SLIS Pic 185,SLIS @ 60 Committee,1995-05,lorem ipsum dolor,upslis; 60th anniversary;,Quezon City,78.13804493,20.52026622,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0186,intl-seapavaa2018a.JPG,,SLIS Pic 186,SLIS @ 60 Committee,1995-06,lorem ipsum dolor,faculty; teacher,Quezon City,78.48306157,20.86528286,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0187,ischool.png,,SLIS Pic 187,SLIS @ 60 Committee,1995-07,lorem ipsum dolor,dean; library,Quezon City,78.82807821,21.2102995,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0188,jcs01.JPG,,SLIS Pic 188,SLIS @ 60 Committee,1995-08,lorem ipsum dolor,information science,Quezon City,79.17309485,21.55531614,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0189,jcs02.JPG,,SLIS Pic 189,SLIS @ 60 Committee,1995-09,lorem ipsum dolor,upslis; 60th anniversary;,Quezon City,79.51811149,21.90033278,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0190,jcs03.JPG,,SLIS Pic 190,SLIS @ 60 Committee,1995-10,lorem ipsum dolor,faculty; teacher,Quezon City,79.86312813,22.24534942,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0191,jcs04.JPG,,SLIS Pic 191,SLIS @ 60 Committee,1995-11,lorem ipsum dolor,dean; library,Quezon City,80.20814476,22.59036606,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0192,jcs05.JPG,,SLIS Pic 192,SLIS @ 60 Committee,1995-12,lorem ipsum dolor,information science,Quezon City,80.5531614,22.9353827,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0193,jpl1.jpg,,SLIS Pic 193,SLIS @ 60 Committee,1996-01,lorem ipsum dolor,upslis; 60th anniversary;,Quezon City,80.89817804,23.28039934,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0194,jpl2.jpg,,SLIS Pic 194,SLIS @ 60 Committee,1996-02,lorem ipsum dolor,faculty; teacher,Quezon City,81.24319468,23.62541597,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0195,jpl3.jpg,,SLIS Pic 195,SLIS @ 60 Committee,1996-03,lorem ipsum dolor,dean; library,Quezon City,81.58821132,23.97043261,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0196,jpl4.jpg,,SLIS Pic 196,SLIS @ 60 Committee,1996-04,lorem ipsum dolor,information science,Quezon City,81.93322796,24.31544925,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0197,jpl5.jpg,,SLIS Pic 197,SLIS @ 60 Committee,1996-05,lorem ipsum dolor,upslis; 60th anniversary;,Quezon City,82.2782446,24.66046589,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0198,jpl6.jpg,,SLIS Pic 198,SLIS @ 60 Committee,1996-06,lorem ipsum dolor,faculty; teacher,Quezon City,82.62326124,25.00548253,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0199,jpl7.jpg,,SLIS Pic 199,SLIS @ 60 Committee,1996-07,lorem ipsum dolor,dean; library,Quezon City,82.96827788,25.35049917,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0200,jpl8.jpg,,SLIS Pic 200,SLIS @ 60 Committee,1996-08,lorem ipsum dolor,information science,Quezon City,83.31329452,25.69551581,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0201,jpljubilee.jpg,,SLIS Pic 201,SLIS @ 60 Committee,1996-09,lorem ipsum dolor,upslis; 60th anniversary;,Quezon City,83.65831115,26.04053245,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0202,lib.png,,SLIS Pic 202,SLIS @ 60 Committee,1996-10,lorem ipsum dolor,faculty; teacher,Quezon City,84.00332779,26.38554909,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0203,libbetty.jpg,,SLIS Pic 203,SLIS @ 60 Committee,1996-11,lorem ipsum dolor,dean; library,Quezon City,84.34834443,26.73056572,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0204,libclub1.jpg,,SLIS Pic 204,SLIS @ 60 Committee,1996-12,lorem ipsum dolor,information science,Quezon City,84.69336107,27.07558236,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0205,libclub2.jpg,,SLIS Pic 205,SLIS @ 60 Committee,1997-01,lorem ipsum dolor,upslis; 60th anniversary;,Quezon City,85.03837771,27.420599,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0206,libcora.jpg,,SLIS Pic 206,SLIS @ 60 Committee,1997-02,lorem ipsum dolor,faculty; teacher,Quezon City,85.38339435,27.76561564,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0207,libgeli.jpg,,SLIS Pic 207,SLIS @ 60 Committee,1997-03,lorem ipsum dolor,dean; library,Quezon City,85.72841099,28.11063228,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0208,libjessie.jpg,,SLIS Pic 208,SLIS @ 60 Committee,1997-04,lorem ipsum dolor,information science,Quezon City,86.07342763,28.45564892,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0209,libsol.jpg,,SLIS Pic 209,SLIS @ 60 Committee,1997-05,lorem ipsum dolor,upslis; 60th anniversary;,Quezon City,86.41844427,28.80066556,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0210,lissa0002.JPG,,SLIS Pic 210,SLIS @ 60 Committee,1997-06,lorem ipsum dolor,faculty; teacher,Quezon City,86.7634609,29.1456822,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0211,lissascan10001.JPG,,SLIS Pic 211,SLIS @ 60 Committee,1997-07,lorem ipsum dolor,dean; library,Quezon City,87.10847754,29.49069884,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0212,lissascan10002.JPG,,SLIS Pic 212,SLIS @ 60 Committee,1997-08,lorem ipsum dolor,information science,Quezon City,87.45349418,29.83571548,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0213,logos.jpg,,SLIS Pic 213,SLIS @ 60 Committee,1997-09,lorem ipsum dolor,upslis; 60th anniversary;,Quezon City,87.79851082,30.18073211,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0214,lsc1.JPG,,SLIS Pic 214,SLIS @ 60 Committee,1997-10,lorem ipsum dolor,faculty; teacher,Quezon City,88.14352746,30.52574875,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0215,lsc2.JPG,,SLIS Pic 215,SLIS @ 60 Committee,1997-11,lorem ipsum dolor,dean; library,Quezon City,88.4885441,30.87076539,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0216,lsc3.JPG,,SLIS Pic 216,SLIS @ 60 Committee,1997-12,lorem ipsum dolor,information science,Quezon City,88.83356074,31.21578203,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0217,mdpc01.jpg,,SLIS Pic 217,SLIS @ 60 Committee,1998-01,lorem ipsum dolor,upslis; 60th anniversary;,Quezon City,89.17857738,31.56079867,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0218,mdpc02.jpg,,SLIS Pic 218,SLIS @ 60 Committee,1998-02,lorem ipsum dolor,faculty; teacher,Quezon City,89.52359402,31.90581531,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0219,mdpc03.jpg,,SLIS Pic 219,SLIS @ 60 Committee,1998-03,lorem ipsum dolor,dean; library,Quezon City,89.86861066,32.25083195,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0220,mdpc04.jpg,,SLIS Pic 220,SLIS @ 60 Committee,1998-04,lorem ipsum dolor,information science,Quezon City,90.21362729,32.59584859,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0221,mdpc05.jpg,,SLIS Pic 221,SLIS @ 60 Committee,1998-05,lorem ipsum dolor,upslis; 60th anniversary;,Quezon City,90.55864393,32.94086523,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0222,mdpc06.jpg,,SLIS Pic 222,SLIS @ 60 Committee,1998-06,lorem ipsum dolor,faculty; teacher,Quezon City,90.90366057,33.28588187,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0223,mdpc07.jpg,,SLIS Pic 223,SLIS @ 60 Committee,1998-07,lorem ipsum dolor,dean; library,Quezon City,91.24867721,33.6308985,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0224,mirror1.jpg,,SLIS Pic 224,SLIS @ 60 Committee,1998-08,lorem ipsum dolor,information science,Quezon City,91.59369385,33.97591514,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0225,mirror2.jpg,,SLIS Pic 225,SLIS @ 60 Committee,1998-09,lorem ipsum dolor,upslis; 60th anniversary;,Quezon City,91.93871049,34.32093178,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0226,mirror3.jpg,,SLIS Pic 226,SLIS @ 60 Committee,1998-10,lorem ipsum dolor,faculty; teacher,Quezon City,92.28372713,34.66594842,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
